CallNumber,CallType,CallDate,Battalion
201061690,Medical Incident,04/15/2020,B08
201061690,Medical Incident,04/15/2020,B08
201061691,Medical Incident,04/15/2020,B01
201061691,Medical Incident,04/15/2020,B01
201061693,Outside Fire,04/15/2020,B10
201061699,Medical Incident,04/15/2020,B08
201061701,Medical Incident,04/15/2020,B04
201061701,Medical Incident,04/15/2020,B04
201061706,Medical Incident,04/15/2020,B09
201061712,Medical Incident,04/15/2020,B07
201061745,Medical Incident,04/15/2020,B03
201061745,Medical Incident,04/15/2020,B03
201061747,Medical Incident,04/15/2020,B10
201061754,Smoke Investigation (Outside),04/15/2020,B05
201061798,Medical Incident,04/15/2020,B10
201061798,Medical Incident,04/15/2020,B10
201061799,Medical Incident,04/15/2020,B01
201061800,Medical Incident,04/15/2020,B04
201061800,Medical Incident,04/15/2020,B04
201061800,Medical Incident,04/15/2020,B04
201061807,Medical Incident,04/15/2020,B04
201061807,Medical Incident,04/15/2020,B04
201061847,Medical Incident,04/15/2020,B07
201061876,Alarms,04/15/2020,B03
201061876,Alarms,04/15/2020,B03
201061876,Alarms,04/15/2020,B03
201061876,Alarms,04/15/2020,B03
201061876,Alarms,04/15/2020,B03
201061876,Alarms,04/15/2020,B03
201061879,Medical Incident,04/15/2020,B10
201061879,Medical Incident,04/15/2020,B10
201061880,Medical Incident,04/15/2020,B04
201061881,Medical Incident,04/15/2020,B06
201061881,Medical Incident,04/15/2020,B06
201061887,Medical Incident,04/15/2020,B02
201061887,Medical Incident,04/15/2020,B02
201061901,Alarms,04/15/2020,B04
201061902,Medical Incident,04/15/2020,B02
201061902,Medical Incident,04/15/2020,B02
201061908,Medical Incident,04/15/2020,B06
201061925,Medical Incident,04/15/2020,B04
201061928,Medical Incident,04/15/2020,B02
201061943,Medical Incident,04/15/2020,B02
201061946,Medical Incident,04/15/2020,B05
201061946,Medical Incident,04/15/2020,B05
201061953,Medical Incident,04/15/2020,B02
201061953,Medical Incident,04/15/2020,B02
201061959,Medical Incident,04/15/2020,B08
201061959,Medical Incident,04/15/2020,B08
201061967,Medical Incident,04/15/2020,B02
201061967,Medical Incident,04/15/2020,B02
201061967,Medical Incident,04/15/2020,B02
201061967,Medical Incident,04/15/2020,B02
201061978,Medical Incident,04/15/2020,B09
201061978,Medical Incident,04/15/2020,B09
201061978,Medical Incident,04/15/2020,B09
201061996,Medical Incident,04/15/2020,B04
201061996,Medical Incident,04/15/2020,B04
201061999,Medical Incident,04/15/2020,B01
201061999,Medical Incident,04/15/2020,B01
201061999,Medical Incident,04/15/2020,B01
201062005,Medical Incident,04/15/2020,B06
201062005,Medical Incident,04/15/2020,B06
201062024,Medical Incident,04/15/2020,B03
201062030,Outside Fire,04/15/2020,B04
201062035,Structure Fire,04/15/2020,B04
201062035,Structure Fire,04/15/2020,B04
201062035,Structure Fire,04/15/2020,B04
201062046,Alarms,04/15/2020,B05
201062046,Alarms,04/15/2020,B05
201062046,Alarms,04/15/2020,B05
201062047,Medical Incident,04/15/2020,B05
201062047,Medical Incident,04/15/2020,B05
201062064,Medical Incident,04/15/2020,B02
201062064,Medical Incident,04/15/2020,B02
201062064,Medical Incident,04/15/2020,B02
201062065,Medical Incident,04/15/2020,B02
201062074,Medical Incident,04/15/2020,B09
201062074,Medical Incident,04/15/2020,B09
201062081,Medical Incident,04/15/2020,B01
201062081,Medical Incident,04/15/2020,B01
201062086,Medical Incident,04/15/2020,B01
201062086,Medical Incident,04/15/2020,B01
201062096,Medical Incident,04/15/2020,B03
201062096,Medical Incident,04/15/2020,B03
201062116,Medical Incident,04/15/2020,B09
201062120,Medical Incident,04/15/2020,B02
201062128,Medical Incident,04/15/2020,B06
201062128,Medical Incident,04/15/2020,B06
201062134,Medical Incident,04/15/2020,B05
201062134,Medical Incident,04/15/2020,B05
201062153,Medical Incident,04/15/2020,B05
201062178,Medical Incident,04/15/2020,B05
201062192,Electrical Hazard,04/15/2020,B07
201062214,Alarms,04/15/2020,B06
201062214,Alarms,04/15/2020,B06
201062214,Alarms,04/15/2020,B06
201062216,Structure Fire,04/15/2020,B03
201062216,Structure Fire,04/15/2020,B03
201062230,Medical Incident,04/15/2020,B06
201062261,Medical Incident,04/15/2020,B02
201062261,Medical Incident,04/15/2020,B02
201062282,Medical Incident,04/15/2020,B02
201062288,Medical Incident,04/15/2020,B02
201062289,Medical Incident,04/15/2020,B02
201062289,Medical Incident,04/15/2020,B02
201062291,Medical Incident,04/15/2020,B03
201062291,Medical Incident,04/15/2020,B03
201062314,Medical Incident,04/15/2020,B09
201062314,Medical Incident,04/15/2020,B09
201062314,Medical Incident,04/15/2020,B09
201062325,Medical Incident,04/15/2020,B03
201062328,Medical Incident,04/15/2020,B08
201062329,Medical Incident,04/15/2020,B05
201062329,Medical Incident,04/15/2020,B05
201062341,Medical Incident,04/15/2020,B08
201062341,Medical Incident,04/15/2020,B08
201062345,Medical Incident,04/15/2020,B09
201062345,Medical Incident,04/15/2020,B09
201062355,Medical Incident,04/15/2020,B09
201062355,Medical Incident,04/15/2020,B09
201062355,Medical Incident,04/15/2020,B09
201062355,Medical Incident,04/15/2020,B09
201062366,Medical Incident,04/15/2020,B02
201062367,Citizen Assist / Service Call,04/15/2020,B09
201062369,Medical Incident,04/15/2020,B01
201062369,Medical Incident,04/15/2020,B01
201062381,Medical Incident,04/15/2020,B06
201062381,Medical Incident,04/15/2020,B06
201062384,Medical Incident,04/15/2020,B09
201062384,Medical Incident,04/15/2020,B09
201062385,Medical Incident,04/15/2020,B09
201062385,Medical Incident,04/15/2020,B09
201062385,Medical Incident,04/15/2020,B09
201062385,Medical Incident,04/15/2020,B09
201062389,Medical Incident,04/15/2020,B05
201062393,Medical Incident,04/15/2020,B01
201062400,Medical Incident,04/15/2020,B03
201062400,Medical Incident,04/15/2020,B03
201062400,Medical Incident,04/15/2020,B03
201062400,Medical Incident,04/15/2020,B03
201062449,Medical Incident,04/15/2020,B03
201062449,Medical Incident,04/15/2020,B03
201062449,Medical Incident,04/15/2020,B03
201062449,Medical Incident,04/15/2020,B03
201062454,Medical Incident,04/15/2020,B05
201062454,Medical Incident,04/15/2020,B05
201062458,Medical Incident,04/15/2020,B05
201062458,Medical Incident,04/15/2020,B05
201062467,Medical Incident,04/15/2020,B02
201062471,Alarms,04/15/2020,B02
201062471,Alarms,04/15/2020,B02
201062471,Alarms,04/15/2020,B02
201062492,Medical Incident,04/15/2020,B02
201062492,Medical Incident,04/15/2020,B02
201062504,Medical Incident,04/15/2020,B03
201062504,Medical Incident,04/15/2020,B03
201062537,Medical Incident,04/15/2020,B02
201062555,Medical Incident,04/15/2020,B04
201062557,Medical Incident,04/15/2020,B02
201062557,Medical Incident,04/15/2020,B02
201062557,Medical Incident,04/15/2020,B02
201081378,Medical Incident,04/17/2020,B01
201062557,Medical Incident,04/15/2020,B02
201062557,Medical Incident,04/15/2020,B02
201062574,Medical Incident,04/15/2020,B05
201062574,Medical Incident,04/15/2020,B05
201062582,Medical Incident,04/15/2020,B09
201062582,Medical Incident,04/15/2020,B09
201062601,Medical Incident,04/15/2020,B02
201062601,Medical Incident,04/15/2020,B02
201062606,Medical Incident,04/15/2020,B01
201062621,Medical Incident,04/15/2020,B08
201062629,Medical Incident,04/15/2020,B07
201062631,Assist Police,04/15/2020,B09
201062653,Medical Incident,04/15/2020,B05
201062653,Medical Incident,04/15/2020,B05
201062661,Medical Incident,04/15/2020,B10
201062661,Medical Incident,04/15/2020,B10
201062663,Medical Incident,04/15/2020,B05
201062663,Medical Incident,04/15/2020,B05
201062663,Medical Incident,04/15/2020,B05
201062676,Medical Incident,04/15/2020,B02
201062708,Medical Incident,04/15/2020,B08
201062708,Medical Incident,04/15/2020,B08
201062723,Medical Incident,04/15/2020,B05
201062727,Medical Incident,04/15/2020,B02
201062727,Medical Incident,04/15/2020,B02
201062727,Medical Incident,04/15/2020,B02
201062773,Medical Incident,04/15/2020,B04
201062780,Structure Fire,04/15/2020,B01
201062780,Structure Fire,04/15/2020,B01
201062780,Structure Fire,04/15/2020,B01
201062780,Structure Fire,04/15/2020,B01
201062780,Structure Fire,04/15/2020,B01
201062780,Structure Fire,04/15/2020,B01
201062781,Medical Incident,04/15/2020,B06
201062781,Medical Incident,04/15/2020,B06
201062790,Medical Incident,04/15/2020,B06
201062800,Alarms,04/15/2020,B01
201062800,Alarms,04/15/2020,B01
201062800,Alarms,04/15/2020,B01
201062800,Alarms,04/15/2020,B01
201062819,Medical Incident,04/15/2020,B02
201062819,Medical Incident,04/15/2020,B02
201062826,Assist Police,04/15/2020,B05
201062829,Medical Incident,04/15/2020,B06
201062840,Medical Incident,04/15/2020,B03
201062840,Medical Incident,04/15/2020,B03
201062840,Medical Incident,04/15/2020,B03
201062847,Medical Incident,04/15/2020,B01
201062847,Medical Incident,04/15/2020,B01
201062848,Assist Police,04/15/2020,B05
201062848,Assist Police,04/15/2020,B05
201062850,Medical Incident,04/15/2020,B05
201062864,Medical Incident,04/15/2020,B08
201062864,Medical Incident,04/15/2020,B08
201062864,Medical Incident,04/15/2020,B08
201062870,Medical Incident,04/15/2020,B02
201062882,Medical Incident,04/15/2020,B05
201062891,Medical Incident,04/15/2020,B02
201062891,Medical Incident,04/15/2020,B02
201062891,Medical Incident,04/15/2020,B02
201062934,Medical Incident,04/15/2020,B06
201062948,Medical Incident,04/15/2020,B09
201062948,Medical Incident,04/15/2020,B09
201062953,Medical Incident,04/15/2020,B02
201062960,Medical Incident,04/15/2020,B07
201062960,Medical Incident,04/15/2020,B07
201062960,Medical Incident,04/15/2020,B07
201062975,Outside Fire,04/15/2020,B04
201062977,Medical Incident,04/15/2020,B03
201062977,Medical Incident,04/15/2020,B03
201062978,Medical Incident,04/15/2020,B10
201062992,Medical Incident,04/15/2020,B03
201062992,Medical Incident,04/15/2020,B03
201062993,Medical Incident,04/15/2020,B02
201062993,Medical Incident,04/15/2020,B02
201062993,Medical Incident,04/15/2020,B02
201063006,Medical Incident,04/15/2020,B04
201063007,Alarms,04/15/2020,B03
201063007,Alarms,04/15/2020,B03
201063007,Alarms,04/15/2020,B03
201063007,Alarms,04/15/2020,B03
201063019,Medical Incident,04/15/2020,B09
201063019,Medical Incident,04/15/2020,B09
201063021,Medical Incident,04/15/2020,B02
201063021,Medical Incident,04/15/2020,B02
201063025,Medical Incident,04/15/2020,B03
201063025,Medical Incident,04/15/2020,B03
201063025,Medical Incident,04/15/2020,B03
201063025,Medical Incident,04/15/2020,B03
201063042,Medical Incident,04/15/2020,B02
201063077,Medical Incident,04/15/2020,B05
201063099,Medical Incident,04/15/2020,B03
201063099,Medical Incident,04/15/2020,B03
201063119,Alarms,04/15/2020,B02
201063119,Alarms,04/15/2020,B02
201063120,Medical Incident,04/15/2020,B10
201063129,Medical Incident,04/15/2020,B03
201063144,Medical Incident,04/15/2020,B02
201063148,Outside Fire,04/15/2020,B07
201063148,Outside Fire,04/15/2020,B07
201063152,Medical Incident,04/15/2020,B09
201063152,Medical Incident,04/15/2020,B09
201063160,Medical Incident,04/15/2020,B03
201063167,Medical Incident,04/15/2020,B03
201063167,Medical Incident,04/15/2020,B03
201063168,Medical Incident,04/15/2020,B06
201063181,Medical Incident,04/15/2020,B02
201063190,Medical Incident,04/15/2020,B02
201063190,Medical Incident,04/15/2020,B02
201063199,Medical Incident,04/15/2020,B01
201063212,Medical Incident,04/15/2020,B07
201063212,Medical Incident,04/15/2020,B07
201063216,Medical Incident,04/15/2020,B01
201063228,Medical Incident,04/15/2020,B02
201063228,Medical Incident,04/15/2020,B02
201063233,Medical Incident,04/15/2020,B02
201063233,Medical Incident,04/15/2020,B02
201063237,Medical Incident,04/15/2020,B01
201063238,Medical Incident,04/15/2020,B02
201063245,Medical Incident,04/15/2020,B03
201063251,Medical Incident,04/15/2020,B02
201063256,Medical Incident,04/15/2020,B04
201063256,Medical Incident,04/15/2020,B04
201063259,Alarms,04/15/2020,B09
201063259,Alarms,04/15/2020,B09
201063259,Alarms,04/15/2020,B09
201063262,Alarms,04/15/2020,B09
201063262,Alarms,04/15/2020,B09
201063262,Alarms,04/15/2020,B09
201063268,Medical Incident,04/15/2020,B02
201063268,Medical Incident,04/15/2020,B02
201063268,Medical Incident,04/15/2020,B02
201063268,Medical Incident,04/15/2020,B02
201063269,Medical Incident,04/15/2020,B04
201063269,Medical Incident,04/15/2020,B04
201063274,Medical Incident,04/15/2020,B03
201063274,Medical Incident,04/15/2020,B03
201063274,Medical Incident,04/15/2020,B03
201063274,Medical Incident,04/15/2020,B03
201063281,Medical Incident,04/15/2020,B04
201063281,Medical Incident,04/15/2020,B04
201063281,Medical Incident,04/15/2020,B04
201063282,Medical Incident,04/15/2020,B03
201063282,Medical Incident,04/15/2020,B03
201063282,Medical Incident,04/15/2020,B03
201063282,Medical Incident,04/15/2020,B03
201063282,Medical Incident,04/15/2020,B03
201063284,Citizen Assist / Service Call,04/15/2020,B09
201063292,Medical Incident,04/15/2020,B03
201063293,Medical Incident,04/15/2020,B03
201063293,Medical Incident,04/15/2020,B03
201063293,Medical Incident,04/15/2020,B03
201063294,Medical Incident,04/15/2020,B08
201063305,Medical Incident,04/15/2020,B01
201063305,Medical Incident,04/15/2020,B01
201063316,Medical Incident,04/15/2020,B01
201063316,Medical Incident,04/15/2020,B01
201063316,Medical Incident,04/15/2020,B01
201063318,Outside Fire,04/15/2020,B04
201063362,Medical Incident,04/15/2020,B08
201063365,Outside Fire,04/15/2020,B02
201063381,Medical Incident,04/15/2020,B10
201063381,Medical Incident,04/15/2020,B10
201063387,Medical Incident,04/15/2020,B09
201063401,Alarms,04/15/2020,B02
201063401,Alarms,04/15/2020,B02
201063401,Alarms,04/15/2020,B02
201063414,Medical Incident,04/15/2020,B09
201063414,Medical Incident,04/15/2020,B09
201063441,Medical Incident,04/15/2020,B03
201063452,Medical Incident,04/15/2020,B04
201063485,Medical Incident,04/15/2020,B03
201063485,Medical Incident,04/15/2020,B03
201063504,Alarms,04/15/2020,B04
201063504,Alarms,04/15/2020,B04
201063517,Medical Incident,04/15/2020,B06
201063539,Medical Incident,04/15/2020,B02
201063539,Medical Incident,04/15/2020,B02
201063539,Medical Incident,04/15/2020,B02
201063539,Medical Incident,04/15/2020,B02
201063540,Medical Incident,04/15/2020,B05
201063540,Medical Incident,04/15/2020,B05
201063554,Medical Incident,04/15/2020,B02
201063554,Medical Incident,04/15/2020,B02
201063554,Medical Incident,04/15/2020,B02
201063560,Medical Incident,04/15/2020,B02
201063571,Medical Incident,04/15/2020,B04
201063571,Medical Incident,04/15/2020,B04
201063575,Medical Incident,04/15/2020,B02
201063576,Medical Incident,04/15/2020,B09
201063578,Medical Incident,04/15/2020,B08
201063578,Medical Incident,04/15/2020,B08
201063581,Medical Incident,04/15/2020,B02
201063581,Medical Incident,04/15/2020,B02
201063583,Outside Fire,04/15/2020,B05
201063608,Medical Incident,04/15/2020,B07
201063608,Medical Incident,04/15/2020,B07
201063608,Medical Incident,04/15/2020,B07
201070001,Medical Incident,04/16/2020,B03
201070003,Medical Incident,04/15/2020,B03
201070006,Medical Incident,04/16/2020,B02
201070013,Medical Incident,04/16/2020,B04
201070013,Medical Incident,04/16/2020,B04
201070015,Medical Incident,04/16/2020,B02
201070015,Medical Incident,04/16/2020,B02
201070015,Medical Incident,04/16/2020,B02
201070016,Medical Incident,04/16/2020,B09
201070021,Medical Incident,04/16/2020,B02
201070032,Medical Incident,04/16/2020,B02
201070054,Medical Incident,04/16/2020,B08
201070054,Medical Incident,04/16/2020,B08
201070054,Medical Incident,04/16/2020,B08
201070067,Medical Incident,04/16/2020,B02
201070074,Medical Incident,04/16/2020,B05
201070084,Medical Incident,04/16/2020,B09
201070088,Medical Incident,04/16/2020,B03
201070098,Medical Incident,04/16/2020,B02
201070098,Medical Incident,04/16/2020,B02
201070100,Medical Incident,04/16/2020,B02
201070102,Structure Fire,04/16/2020,B05
201070102,Structure Fire,04/16/2020,B05
201070117,Medical Incident,04/16/2020,B10
201070117,Medical Incident,04/16/2020,B10
201070130,Medical Incident,04/16/2020,B02
201070131,Medical Incident,04/16/2020,B02
201070131,Medical Incident,04/16/2020,B02
201070133,Medical Incident,04/16/2020,B10
201070145,Structure Fire,04/16/2020,B03
201070161,Medical Incident,04/16/2020,B02
201070161,Medical Incident,04/16/2020,B02
201070177,Alarms,04/16/2020,B01
201070177,Alarms,04/16/2020,B01
201070212,Alarms,04/16/2020,B07
201070212,Alarms,04/16/2020,B07
201070217,Medical Incident,04/16/2020,B06
201070217,Medical Incident,04/16/2020,B06
201070218,Medical Incident,04/16/2020,B03
201070219,Alarms,04/16/2020,B09
201070219,Alarms,04/16/2020,B09
201070226,Alarms,04/16/2020,B05
201070241,Medical Incident,04/16/2020,B08
201070241,Medical Incident,04/16/2020,B08
201070250,Medical Incident,04/16/2020,B02
201070270,Medical Incident,04/16/2020,B02
201070274,Medical Incident,04/16/2020,B08
201070277,Alarms,04/16/2020,B08
201070277,Alarms,04/16/2020,B08
201070305,Alarms,04/16/2020,B09
201070317,Medical Incident,04/16/2020,B04
201070321,Medical Incident,04/16/2020,B05
201070321,Medical Incident,04/16/2020,B05
201070355,Medical Incident,04/16/2020,B10
201070368,Medical Incident,04/16/2020,B02
201070369,Medical Incident,04/16/2020,B08
201070369,Medical Incident,04/16/2020,B08
201070375,Structure Fire,04/16/2020,B04
201070375,Structure Fire,04/16/2020,B04
201070375,Structure Fire,04/16/2020,B04
201070375,Structure Fire,04/16/2020,B04
201070387,Medical Incident,04/16/2020,B03
201070387,Medical Incident,04/16/2020,B03
201070406,Medical Incident,04/16/2020,B02
201070406,Medical Incident,04/16/2020,B02
201070406,Medical Incident,04/16/2020,B02
201070407,Medical Incident,04/16/2020,B02
201070407,Medical Incident,04/16/2020,B02
201070407,Medical Incident,04/16/2020,B02
201070409,Medical Incident,04/16/2020,B02
201070444,Medical Incident,04/16/2020,B01
201070444,Medical Incident,04/16/2020,B01
201070469,Medical Incident,04/16/2020,B03
201070469,Medical Incident,04/16/2020,B03
201070473,Medical Incident,04/16/2020,B09
201070473,Medical Incident,04/16/2020,B09
201070515,Medical Incident,04/16/2020,B10
201070515,Medical Incident,04/16/2020,B10
201070524,Medical Incident,04/16/2020,B10
201070524,Medical Incident,04/16/2020,B10
201070526,Medical Incident,04/16/2020,B03
201070558,Medical Incident,04/16/2020,B07
201070562,Structure Fire,04/16/2020,B01
201070565,Elevator / Escalator Rescue,04/16/2020,B09
201070567,Medical Incident,04/16/2020,B06
201070591,Structure Fire,04/16/2020,B04
201070599,Medical Incident,04/16/2020,B05
201070599,Medical Incident,04/16/2020,B05
201070599,Medical Incident,04/16/2020,B05
201070616,Medical Incident,04/16/2020,B03
201070621,Medical Incident,04/16/2020,B06
201070624,Medical Incident,04/16/2020,B07
201070661,Medical Incident,04/16/2020,B06
201070661,Medical Incident,04/16/2020,B06
201070662,Medical Incident,04/16/2020,B03
201070662,Medical Incident,04/16/2020,B03
201070700,Medical Incident,04/16/2020,B10
201070700,Medical Incident,04/16/2020,B10
201070723,Medical Incident,04/16/2020,B09
201070723,Medical Incident,04/16/2020,B09
201070761,Traffic Collision,04/16/2020,B07
201070761,Traffic Collision,04/16/2020,B07
201070778,Medical Incident,04/16/2020,B10
201070792,Medical Incident,04/16/2020,B04
201070805,Medical Incident,04/16/2020,B07
201070805,Medical Incident,04/16/2020,B07
201070808,Medical Incident,04/16/2020,B02
201070808,Medical Incident,04/16/2020,B02
201070835,Medical Incident,04/16/2020,B07
201070836,Medical Incident,04/16/2020,B02
201070850,Medical Incident,04/16/2020,B04
201070860,Medical Incident,04/16/2020,B07
201070880,Medical Incident,04/16/2020,B01
201070880,Medical Incident,04/16/2020,B01
201070900,Outside Fire,04/16/2020,B07
201070900,Outside Fire,04/16/2020,B07
201070919,Medical Incident,04/16/2020,B08
201070919,Medical Incident,04/16/2020,B08
201070943,Alarms,04/16/2020,B03
201070943,Alarms,04/16/2020,B03
201070963,Citizen Assist / Service Call,04/16/2020,B09
201070970,Medical Incident,04/16/2020,B02
201070978,Outside Fire,04/16/2020,B10
201070979,Medical Incident,04/16/2020,B03
201070982,Traffic Collision,04/16/2020,B10
201071026,Medical Incident,04/16/2020,B04
201071032,Medical Incident,04/16/2020,B02
201071032,Medical Incident,04/16/2020,B02
201071037,Medical Incident,04/16/2020,B02
201071044,Medical Incident,04/16/2020,B03
201071044,Medical Incident,04/16/2020,B03
201071060,Gas Leak (Natural and LP Gases),04/16/2020,B02
201071060,Gas Leak (Natural and LP Gases),04/16/2020,B02
201071060,Gas Leak (Natural and LP Gases),04/16/2020,B02
201071060,Gas Leak (Natural and LP Gases),04/16/2020,B02
201071082,Medical Incident,04/16/2020,B02
201071117,Medical Incident,04/16/2020,B03
201071117,Medical Incident,04/16/2020,B03
201071127,Medical Incident,04/16/2020,B08
201071131,Medical Incident,04/16/2020,B06
201071131,Medical Incident,04/16/2020,B06
201071131,Medical Incident,04/16/2020,B06
201071140,Medical Incident,04/16/2020,B02
201071140,Medical Incident,04/16/2020,B02
201071140,Medical Incident,04/16/2020,B02
201071146,Medical Incident,04/16/2020,B04
201071146,Medical Incident,04/16/2020,B04
201071171,Medical Incident,04/16/2020,B10
201071181,Medical Incident,04/16/2020,B02
201071197,Medical Incident,04/16/2020,B04
201071216,Medical Incident,04/16/2020,B02
201071217,Gas Leak (Natural and LP Gases),04/16/2020,B10
201071217,Gas Leak (Natural and LP Gases),04/16/2020,B10
201071217,Gas Leak (Natural and LP Gases),04/16/2020,B10
201071229,Medical Incident,04/16/2020,B02
201071259,Medical Incident,04/16/2020,B03
201071259,Medical Incident,04/16/2020,B03
201071280,Medical Incident,04/16/2020,B02
201071280,Medical Incident,04/16/2020,B02
201071280,Medical Incident,04/16/2020,B02
201071280,Medical Incident,04/16/2020,B02
201071282,Electrical Hazard,04/16/2020,B06
201071300,Medical Incident,04/16/2020,B06
201071300,Medical Incident,04/16/2020,B06
201071321,Medical Incident,04/16/2020,B02
201071321,Medical Incident,04/16/2020,B02
201071321,Medical Incident,04/16/2020,B02
201071360,Alarms,04/16/2020,B10
201071360,Alarms,04/16/2020,B10
201071363,Medical Incident,04/16/2020,B10
201071363,Medical Incident,04/16/2020,B10
201071364,Medical Incident,04/16/2020,B06
201071371,Medical Incident,04/16/2020,B02
201071371,Medical Incident,04/16/2020,B02
201071371,Medical Incident,04/16/2020,B02
201071371,Medical Incident,04/16/2020,B02
201071371,Medical Incident,04/16/2020,B02
201071371,Medical Incident,04/16/2020,B02
201071386,Medical Incident,04/16/2020,B05
201071402,Medical Incident,04/16/2020,B02
201071402,Medical Incident,04/16/2020,B02
201071424,Medical Incident,04/16/2020,B04
201071424,Medical Incident,04/16/2020,B04
201071424,Medical Incident,04/16/2020,B04
201071424,Medical Incident,04/16/2020,B04
201071433,Medical Incident,04/16/2020,B02
201071433,Medical Incident,04/16/2020,B02
201071433,Medical Incident,04/16/2020,B02
201071455,Medical Incident,04/16/2020,B08
201071459,Medical Incident,04/16/2020,B05
201071459,Medical Incident,04/16/2020,B05
201071469,Medical Incident,04/16/2020,B02
201071469,Medical Incident,04/16/2020,B02
201071490,Medical Incident,04/16/2020,B02
201071490,Medical Incident,04/16/2020,B02
201071490,Medical Incident,04/16/2020,B02
201071493,Medical Incident,04/16/2020,B02
201071493,Medical Incident,04/16/2020,B02
201071502,Medical Incident,04/16/2020,B02
201071502,Medical Incident,04/16/2020,B02
201071527,Medical Incident,04/16/2020,B03
201071527,Medical Incident,04/16/2020,B03
201071527,Medical Incident,04/16/2020,B03
201071527,Medical Incident,04/16/2020,B03
201071534,Medical Incident,04/16/2020,B08
201071534,Medical Incident,04/16/2020,B08
201071534,Medical Incident,04/16/2020,B08
201071534,Medical Incident,04/16/2020,B08
201071534,Medical Incident,04/16/2020,B08
201071534,Medical Incident,04/16/2020,B08
201071541,Medical Incident,04/16/2020,B10
201071541,Medical Incident,04/16/2020,B10
201071549,Medical Incident,04/16/2020,B06
201071553,Alarms,04/16/2020,B01
201071553,Alarms,04/16/2020,B01
201071564,Medical Incident,04/16/2020,B04
201071564,Medical Incident,04/16/2020,B04
201071564,Medical Incident,04/16/2020,B04
201071576,Medical Incident,04/16/2020,B08
201071585,Medical Incident,04/16/2020,B03
201071590,Medical Incident,04/16/2020,B04
201071593,Medical Incident,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071601,Structure Fire,04/16/2020,B02
201071608,Medical Incident,04/16/2020,B06
201071611,Medical Incident,04/16/2020,B03
201071611,Medical Incident,04/16/2020,B03
201071641,Medical Incident,04/16/2020,B05
201071641,Medical Incident,04/16/2020,B05
201071641,Medical Incident,04/16/2020,B05
201071649,Medical Incident,04/16/2020,B09
201071676,Medical Incident,04/16/2020,B03
201071679,Medical Incident,04/16/2020,B02
201071679,Medical Incident,04/16/2020,B02
201071679,Medical Incident,04/16/2020,B02
201071681,Outside Fire,04/16/2020,B02
201071684,Medical Incident,04/16/2020,B05
201071684,Medical Incident,04/16/2020,B05
201071718,Medical Incident,04/16/2020,B02
201071718,Medical Incident,04/16/2020,B02
201071718,Medical Incident,04/16/2020,B02
201071725,Medical Incident,04/16/2020,B02
201071725,Medical Incident,04/16/2020,B02
201071738,Alarms,04/16/2020,B08
201071756,Medical Incident,04/16/2020,B03
201071756,Medical Incident,04/16/2020,B03
201071756,Medical Incident,04/16/2020,B03
201071756,Medical Incident,04/16/2020,B03
201071766,Citizen Assist / Service Call,04/16/2020,B04
201071792,Medical Incident,04/16/2020,B03
201071792,Medical Incident,04/16/2020,B03
201071817,Medical Incident,04/16/2020,B03
201071817,Medical Incident,04/16/2020,B03
201071826,Medical Incident,04/16/2020,B05
201071826,Medical Incident,04/16/2020,B05
201071827,Medical Incident,04/16/2020,B04
201071827,Medical Incident,04/16/2020,B04
201071827,Medical Incident,04/16/2020,B04
201071840,Medical Incident,04/16/2020,B09
201071840,Medical Incident,04/16/2020,B09
201071847,Medical Incident,04/16/2020,B09
201071853,Medical Incident,04/16/2020,B03
201071853,Medical Incident,04/16/2020,B03
201071854,Alarms,04/16/2020,B02
201071854,Alarms,04/16/2020,B02
201071854,Alarms,04/16/2020,B02
201071872,Medical Incident,04/16/2020,B03
201071873,Medical Incident,04/16/2020,B01
201071899,Medical Incident,04/16/2020,B06
201071905,Medical Incident,04/16/2020,B02
201071905,Medical Incident,04/16/2020,B02
201071913,Medical Incident,04/16/2020,B02
201071915,Medical Incident,04/16/2020,B02
201071919,Medical Incident,04/16/2020,B09
201071922,Medical Incident,04/16/2020,B08
201071922,Medical Incident,04/16/2020,B08
201071925,Medical Incident,04/16/2020,B06
201071959,Medical Incident,04/16/2020,B06
201071959,Medical Incident,04/16/2020,B06
201071959,Medical Incident,04/16/2020,B06
201071962,Medical Incident,04/16/2020,B02
201071962,Medical Incident,04/16/2020,B02
201071962,Medical Incident,04/16/2020,B02
201071973,Medical Incident,04/16/2020,B04
201071986,Medical Incident,04/16/2020,B07
201072010,Medical Incident,04/16/2020,B04
201072016,Alarms,04/16/2020,B04
201072016,Alarms,04/16/2020,B04
201072016,Alarms,04/16/2020,B04
201072037,Medical Incident,04/16/2020,B10
201072044,Medical Incident,04/16/2020,B02
201072044,Medical Incident,04/16/2020,B02
201072048,Medical Incident,04/16/2020,B03
201072052,Medical Incident,04/16/2020,B04
201072052,Medical Incident,04/16/2020,B04
